Time_ms,Now_us,Latency_us
0,1755745412531346,70969728
1030,1755745413561494,70968920
2065,1755745414595879,70969259
3106,1755745415636909,70969325
4148,1755745416679644,70970066
5183,1755745417714713,70969104
6224,1755745418754852,70969155
7266,1755745419797744,70969127
8315,1755745420846264,70969654
9366,1755745421897022,70969425
10403,1755745422934701,70969138
11436,1755745423966943,70969317
12483,1755745425013889,70969295
13542,1755745426073798,70969218
14579,1755745427110130,70969417
15622,1755745428152958,70969383
16659,1755745429190746,70969173
17689,1755745430220359,70969621
18735,1755745431265946,70969593
19774,1755745432305106,70969500
20800,1755745433331690,70970053
21829,1755745434360019,70969353
22857,1755745435388000,70969433
23908,1755745436439165,70969529
24950,1755745437481267,70969603
25977,1755745438508174,70969593
27027,1755745439558262,70969691
28060,1755745440591269,70969490
29105,1755745441636203,70969640
30132,1755745442663169,70969558
31166,1755745443697304,70969679
32201,1755745444731984,70969351
33230,1755745445761035,70969464
34259,1755745446790801,70971164
35285,1755745447816280,70969650
36330,1755745448861300,70969626
37383,1755745449913869,70970245
38420,1755745450951532,70969901
39474,1755745452005695,70970072
40519,1755745453050083,70970466
41544,1755745454075523,70969862
42580,1755745455111244,70970675
43634,1755745456165142,70969575
44704,1755745457235523,70970719
45742,1755745458273530,70969922
46792,1755745459323525,70969916
47838,1755745460369745,70970156
48902,1755745461433703,70971056
49941,1755745462472520,70969792
50972,1755745463503575,70969953
52004,1755745464535797,70970010
53055,1755745465586304,70969693
54097,1755745466628685,70970065
55132,1755745467663444,70969838
56177,1755745468707852,70970279
57213,1755745469744491,70969810
58241,1755745470772428,70970842
59277,1755745471808453,70969874
60323,1755745472854608,70969985
61356,1755745473887344,70969744
62381,1755745474912497,70969923
63420,1755745475951554,70969992
64450,1755745476981282,70970360
65484,1755745478015036,70970382
66516,1755745479047715,70970141
67543,1755745480073934,70970349
68572,1755745481102861,70970260
69597,1755745482128590,70970035
70628,1755745483159507,70969942
71670,1755745484201656,70970780
72703,1755745485234536,70969950
73743,1755745486274172,70970561
74767,1755745487298560,70969929
75793,1755745488324492,70969932
76828,1755745489358823,70970241
77874,1755745490405680,70970102
78921,1755745491451832,70970223
79964,1755745492495099,70970523
80998,1755745493528843,70970190
82036,1755745494567273,70970655
83075,1755745495606770,70970202
84112,1755745496643078,70970484
85152,1755745497683794,70970212
86198,1755745498728923,70970363
87225,1755745499755944,70970355
88264,1755745500795122,70970489
89308,1755745501839672,70970118
