Time_ms,Now_us,Latency_us
0,1755745953816182,70976529
1035,1755745954851364,70975945
2082,1755745955897476,70976087
3126,1755745956942283,70975902
4165,1755745957981026,70976541
5192,1755745959007817,70976395
6227,1755745960043452,70976053
7272,1755745961087500,70976094
8301,1755745962116989,70976595
9337,1755745963153249,70976851
10371,1755745964186859,70976448
11403,1755745965219323,70975935
12451,1755745966267306,70975932
13488,1755745967303599,70976166
14519,1755745968334774,70976295
15574,1755745969390445,70976068
16619,1755745970434567,70976192
17662,1755745971477516,70976062
18706,1755745972521616,70976220
19746,1755745973562048,70976616
20775,1755745974590602,70976175
21816,1755745975632074,70976682
22849,1755745976664504,70976023
23886,1755745977701545,70976051
24926,1755745978741895,70976523
25964,1755745979779881,70977483
26995,1755745980810527,70976138
28039,1755745981854713,70976274
29077,1755745982893325,70976883
30111,1755745983926879,70976444
31152,1755745984967610,70976154
32190,1755745986005889,70976408
33217,1755745987032613,70976233
34256,1755745988072116,70976677
35287,1755745989102959,70976421
36322,1755745990137762,70977124
37359,1755745991174767,70976339
38389,1755745992204578,70977088
39436,1755745993252261,70976811
40479,1755745994294898,70977297
41505,1755745995321041,70976407
42543,1755745996358824,70976444
43578,1755745997393602,70976225
44623,1755745998439116,70976498
45667,1755745999482949,70976562
46702,1755746000517581,70976226
47750,1755746001565619,70977188
48803,1755746002618493,70977095
49827,1755746003642786,70976359
50870,1755746004686049,70976661
51910,1755746005726248,70976724
52944,1755746006760083,70976700
53975,1755746007790514,70977094
55015,1755746008831029,70976588
56064,1755746009879986,70976534
57089,1755746010905101,70976589
58133,1755746011949344,70976916
59165,1755746012981103,70976692
60204,1755746014020243,70976843
61232,1755746015048307,70976832
62264,1755746016080034,70976595
63295,1755746017111237,70976850
64330,1755746018146011,70976632
65367,1755746019183146,70976646
66397,1755746020213315,70976922
67425,1755746021241012,70976613
68481,1755746022296637,70977208
69526,1755746023342107,70976728
70553,1755746024369202,70976796
71579,1755746025394975,70976594
72605,1755746026421077,70976697
73633,1755746027448772,70977250
74663,1755746028479045,70976671
75694,1755746029510107,70976731
76719,1755746030535328,70976898
77772,1755746031588286,70976837
78812,1755746032628152,70976766
79847,1755746033663176,70976780
80884,1755746034699492,70977018
81933,1755746035749163,70976769
82979,1755746036795345,70976956
84011,1755746037826468,70977378
85044,1755746038860454,70977053
86093,1755746039909163,70976788
87135,1755746040951449,70977018
88176,1755746041992335,70976955
89227,1755746043042581,70977527
