Time_ms,Now_us,Latency_us
0,1755744576493722,70958707
1042,1755744577535562,70958560
2086,1755744578578988,70958815
3122,1755744579615686,70958694
4155,1755744580648685,70958678
5190,1755744581683372,70958360
6225,1755744582717999,70958950
7272,1755744583765136,70959082
8311,1755744584804712,70958720
9347,1755744585840594,70958566
10384,1755744586877121,70959098
11421,1755744587914310,70959224
12451,1755744588944040,70958937
13502,1755744589995216,70959222
14538,1755744591031735,70958747
15570,1755744592063349,70958363
16603,1755744593096568,70958562
17629,1755744594121864,70958715
18654,1755744595146915,70958929
19682,1755744596174821,70958830
20707,1755744597199940,70958744
21730,1755744598223669,70958542
22760,1755744599253413,70958421
23790,1755744600283029,70958664
24827,1755744601320135,70958688
25864,1755744602356776,70958788
26889,1755744603382133,70959047
27919,1755744604412001,70958967
28959,1755744605452301,70959078
30014,1755744606507307,70959312
31052,1755744607545167,70959021
32079,1755744608572207,70959211
33106,1755744609599667,70958673
34155,1755744610648354,70959341
35188,1755744611680980,70958968
36219,1755744612712062,70958827
37254,1755744613747102,70959075
38283,1755744614776002,70958997
39318,1755744615811316,70959203
40362,1755744616855140,70959056
41400,1755744617892924,70958926
42426,1755744618918888,70958876
43454,1755744619947000,70958920
44489,1755744620982221,70959167
45527,1755744622019811,70958815
46565,1755744623058222,70959197
47605,1755744624098043,70958903
48640,1755744625132895,70959862
49666,1755744626159224,70959144
50690,1755744627182834,70958818
51714,1755744628207054,70959023
52739,1755744629232244,70959255
53764,1755744630257074,70959053
54792,1755744631285180,70959162
55816,1755744632309226,70959157
56841,1755744633333904,70959869
57866,1755744634358789,70959794
58890,1755744635383230,70959229
59914,1755744636407251,70959203
60943,1755744637436123,70959124
61969,1755744638462326,70959325
62993,1755744639486727,70959724
64020,1755744640513065,70959079
65048,1755744641541561,70959452
66074,1755744642567125,70959133
67106,1755744643599268,70959246
68137,1755744644630007,70959004
69177,1755744645670164,70959141
70212,1755744646705630,70959597
71243,1755744647736235,70959233
72277,1755744648769885,70959757
73308,1755744649801455,70959465
74345,1755744650837975,70959919
75369,1755744651862204,70959174
76401,1755744652893796,70959645
77428,1755744653921170,70959179
78454,1755744654947554,70959506
79481,1755744655974528,70959479
80510,1755744657003543,70959551
81536,1755744658029278,70960174
82561,1755744659053833,70959794
83587,1755744660080714,70959673
84620,1755744661113036,70959978
85651,1755744662144515,70959476
86691,1755744663184406,70959418
87728,1755744664220893,70959822
88765,1755744665258658,70959655
89796,1755744666288907,70959783
