Time_ms,UE_ID,RB_ID,Throughput_Mbps,SE_bit_per_s_Hz
0,1,1,0.94029,0.02464
0,5,1,1.52797,0.04004
0,6,1,0.47015,0.01232
0,8,1,1.17536,0.03080
0,10,1,0.94029,0.02464
0,15,1,0.11754,0.00308
0,18,1,2.82087,0.07392
0,20,1,0.94029,0.02464
0,9,1,2.11565,0.05544
0,12,1,0.23507,0.00616
109,1,1,0.33076,0.00867
109,5,1,0.99227,0.02600
109,6,1,1.54353,0.04045
109,8,1,0.77177,0.02022
109,10,1,0.66151,0.01734
109,15,1,1.43328,0.03756
109,18,1,0.00000,0.00000
109,20,1,1.54353,0.04045
109,9,1,0.77177,0.02022
109,12,1,0.22050,0.00578
217,1,1,2.65868,0.06967
217,5,1,1.88323,0.04935
217,6,1,0.99700,0.02613
217,8,1,1.44012,0.03774
217,10,1,0.88623,0.02322
217,15,1,0.77545,0.02032
217,18,1,0.55389,0.01451
217,20,1,0.55389,0.01451
217,9,1,0.88623,0.02322
217,12,1,1.32934,0.03484
318,1,1,0.00000,0.00000
318,5,1,0.23798,0.00624
318,6,1,1.18990,0.03118
318,8,1,1.18990,0.03118
318,10,1,2.26082,0.05925
318,15,1,1.18990,0.03118
318,18,1,2.85577,0.07484
318,20,1,1.42788,0.03742
318,9,1,1.54688,0.04054
318,12,1,2.26082,0.05925
419,1,1,0.00000,0.00000
419,5,1,0.11787,0.00309
419,6,1,0.94294,0.02471
419,8,1,0.58934,0.01544
419,10,1,1.17868,0.03089
419,15,1,1.17868,0.03089
419,18,1,0.00000,0.00000
419,20,1,0.58934,0.01544
419,9,1,1.06081,0.02780
419,12,1,0.70721,0.01853
526,1,1,2.57319,0.06743
526,5,1,2.12568,0.05570
526,6,1,0.67127,0.01759
526,8,1,1.00690,0.02639
526,10,1,0.55939,0.01466
526,15,1,0.55939,0.01466
526,18,1,0.00000,0.00000
526,20,1,0.67127,0.01759
526,9,1,1.11878,0.02932
526,12,1,1.34253,0.03518
636,1,1,1.19981,0.03144
636,5,1,0.54537,0.01429
636,6,1,0.43629,0.01143
636,8,1,1.09073,0.02858
636,10,1,1.52703,0.04002
636,15,1,1.52703,0.04002
636,18,1,0.10907,0.00286
636,20,1,1.30888,0.03430
636,9,1,0.98166,0.02572
636,12,1,0.54537,0.01429
737,1,1,0.11932,0.00313
737,5,1,1.55119,0.04065
737,6,1,1.07390,0.02814
737,8,1,0.71593,0.01876
737,10,1,0.83525,0.02189
737,15,1,0.23864,0.00625
737,18,1,3.46034,0.09068
737,20,1,1.67051,0.04378
737,9,1,1.19322,0.03127
737,12,1,0.95458,0.02502
839,1,1,1.76004,0.04612
839,5,1,1.17336,0.03075
839,6,1,1.17336,0.03075
839,8,1,1.40803,0.03690
839,10,1,0.58668,0.01537
839,15,1,1.64270,0.04305
839,18,1,1.17336,0.03075
839,20,1,0.70402,0.01845
839,9,1,0.35201,0.00922
839,12,1,0.70402,0.01845
946,1,1,1.22817,0.03218
946,5,1,0.78156,0.02048
946,6,1,1.78642,0.04681
946,8,1,1.67477,0.04389
946,10,1,1.11651,0.02926
946,15,1,1.11651,0.02926
946,18,1,0.22330,0.00585
946,20,1,1.45147,0.03804
946,9,1,1.56312,0.04096
946,12,1,0.44661,0.01170
1046,1,1,0.00000,0.00000
1046,5,1,0.95532,0.02503
1046,6,1,1.19415,0.03129
1046,8,1,1.31356,0.03442
1046,10,1,1.55239,0.04068
1046,15,1,0.59707,0.01565
1046,18,1,0.59707,0.01565
1046,20,1,1.55239,0.04068
1046,9,1,1.55239,0.04068
1046,12,1,2.26888,0.05946
1149,1,1,0.00000,0.00000
1149,5,1,1.40584,0.03684
1149,6,1,0.58577,0.01535
1149,8,1,0.70292,0.01842
1149,10,1,1.64015,0.04298
1149,15,1,1.17154,0.03070
1149,18,1,3.04600,0.07982
1149,20,1,0.46861,0.01228
1149,9,1,1.05438,0.02763
1149,12,1,1.99161,0.05219
1267,1,1,1.52515,0.03997
1267,5,1,1.01677,0.02664
1267,6,1,2.03353,0.05329
1267,8,1,1.32179,0.03464
1267,10,1,0.40671,0.01066
1267,15,1,1.22012,0.03197
1267,18,1,0.00000,0.00000
1267,20,1,0.30503,0.00799
