Time_ms,Now_us,Latency_us
0,1755828443757685,72023629
1027,1755828444784134,72024051
2050,1755828445807218,72023201
3075,1755828446832187,72023140
4099,1755828447856262,72023156
5123,1755828448880143,72023094
6147,1755828449904230,72023148
7171,1755828450928447,72023330
8195,1755828451952723,72023587
9219,1755828452976680,72023633
10243,1755828454000604,72023514
11267,1755828455024565,72023316
12295,1755828456052236,72023185
13319,1755828457076229,72023218
14344,1755828458101188,72023176
15368,1755828459125285,72023266
16392,1755828460149333,72023316
17416,1755828461173543,72023504
18440,1755828462197362,72023321
19465,1755828463222543,72023441
20490,1755828464247514,72023454
21515,1755828465272599,72023474
22540,1755828466297506,72023390
23564,1755828467321534,72023471
24588,1755828468345434,72023347
25614,1755828469371661,72023399
26638,1755828470395677,72023658
27665,1755828471422361,72023328
28689,1755828472446811,72023624
29713,1755828473470659,72023544
30740,1755828474497633,72023550
31765,1755828475522826,72023685
32789,1755828476546731,72023690
33814,1755828477571779,72023678
34838,1755828478595637,72023583
35862,1755828479620040,72023945
36886,1755828480643911,72023890
37911,1755828481668732,72023711
38936,1755828482693957,72023798
39961,1755828483718837,72023799
40985,1755828484742537,72023495
42011,1755828485768755,72023714
43036,1755828486793826,72023764
44060,1755828487817950,72023931
45084,1755828488841997,72023962
46109,1755828489866776,72023754
47135,1755828490892293,72024106
48158,1755828491915785,72023641
49183,1755828492940863,72023844
50208,1755828493965727,72023676
51233,1755828494990741,72023643
52257,1755828496014947,72023893
53282,1755828497039843,72023797
54308,1755828498065948,72023859
55332,1755828499089901,72023862
56356,1755828500113832,72023763
57381,1755828501138247,72024163
58405,1755828502162118,72024023
59430,1755828503187943,72023879
60454,1755828504211996,72023900
61480,1755828505237925,72023909
62504,1755828506261990,72023851
63528,1755828507285835,72023780
64553,1755828508310082,72023968
65576,1755828509333961,72023886
66600,1755828510357873,72023810
67627,1755828511384108,72024084
68650,1755828512408007,72023934
69675,1755828513432276,72024230
70700,1755828514457162,72024030
71725,1755828515482321,72024222
72749,1755828516506111,72024052
73773,1755828517530238,72024195
74798,1755828518555825,72024672
75822,1755828519579062,72024037
76846,1755828520603221,72024134
77871,1755828521628192,72024152
78896,1755828522653086,72024044
79921,1755828523678138,72024046
80945,1755828524702103,72024049
81969,1755828525726317,72024202
82997,1755828526754253,72024181
84024,1755828527781262,72024139
85054,1755828528811296,72024240
86080,1755828529837976,72024184
87105,1755828530862338,72024324
88130,1755828531887315,72024271
89155,1755828532912634,72024420
