Time_ms,Now_us,Latency_us
0,1755826990273303,72004789
1024,1755826991296849,72004334
2050,1755826992322931,72004365
3074,1755826993346905,72004350
4099,1755826994372025,72004511
5124,1755826995396864,72004352
6148,1755826996420958,72004373
7174,1755826997446920,72004413
8199,1755826998471916,72004356
9223,1755826999496031,72004529
10253,1755827000526006,72004472
11278,1755827001551302,72004749
12307,1755827002579992,72004481
13332,1755827003605018,72004443
14359,1755827004632128,72004537
15383,1755827005656172,72004638
16407,1755827006680145,72004558
17436,1755827007709075,72004557
18462,1755827008735001,72004483
19486,1755827009759242,72004627
20510,1755827010783141,72004557
21536,1755827011808944,72004423
22561,1755827012834243,72004724
23586,1755827013859038,72004525
24611,1755827014884206,72004691
25637,1755827015910006,72004490
26663,1755827016936204,72004639
27688,1755827017961209,72004701
28712,1755827018985012,72004496
29738,1755827020011028,72004516
30763,1755827021036561,72004991
31789,1755827022062478,72004913
32817,1755827023090244,72004739
33841,1755827024114300,72004787
34869,1755827025141906,72005360
35892,1755827026165355,72004795
36917,1755827027190301,72004785
37943,1755827028216456,72004913
38970,1755827029243468,72004962
39995,1755827030268383,72004822
41019,1755827031292637,72005133
42043,1755827032316664,72005135
43069,1755827033342239,72004734
44094,1755827034367508,72004933
45121,1755827035394655,72005143
46146,1755827036419423,72004911
47172,1755827037444807,72005193
48198,1755827038471524,72004947
49222,1755827039495481,72004978
50249,1755827040522669,72005042
51276,1755827041548800,72005260
52300,1755827042573569,72004998
53327,1755827043599766,72005252
54351,1755827044623802,72005281
55374,1755827045647468,72004954
56400,1755827046672874,72005355
57425,1755827047697690,72005176
58449,1755827048721801,72005223
59474,1755827049746714,72005175
60499,1755827050771716,72005180
61522,1755827051795635,72005120
62546,1755827052819665,72005162
63571,1755827053843700,72005155
64596,1755827054869138,72005582
65622,1755827055894728,72005213
66647,1755827056919759,72005193
67671,1755827057943789,72005271
68696,1755827058968972,72005464
69720,1755827059992906,72005385
70744,1755827061017654,72005138
71772,1755827062044942,72005428
72797,1755827063069904,72005388
73823,1755827064096083,72005398
74847,1755827065119950,72005388
75875,1755827066148080,72005573
76899,1755827067171822,72005279
77925,1755827068197842,72005235
78949,1755827069222008,72005429
79974,1755827070246915,72005392
80998,1755827071271019,72005471
82023,1755827072295916,72005342
83048,1755827073320935,72005418
84077,1755827074349904,72005394
85101,1755827075373937,72005424
86125,1755827076397774,72005241
87151,1755827077424067,72005485
88177,1755827078449984,72005461
89204,1755827079477276,72005737
