Time_ms,Now_us,Latency_us
0,1755828041341845,72018282
1024,1755828042365419,72017797
2049,1755828043390721,72018133
3073,1755828044414490,72017878
4097,1755828045438636,72018020
5123,1755828046464716,72018143
6147,1755828047488551,72017983
7172,1755828048513812,72018226
8198,1755828049539717,72018146
9222,1755828050563554,72017985
10246,1755828051587478,72017914
11270,1755828052611584,72017973
12300,1755828053641591,72018030
13324,1755828054665759,72018136
14350,1755828055691702,72018132
15376,1755828056717718,72018100
16400,1755828057742027,72018395
17430,1755828058771711,72018151
18459,1755828059800728,72018100
19483,1755828060824758,72018163
20507,1755828061848869,72018300
21531,1755828062872893,72018331
22556,1755828063897799,72018242
23580,1755828064921682,72018121
24605,1755828065946899,72018343
25629,1755828066970740,72018175
26654,1755828067995878,72018258
27678,1755828069019958,72018362
28706,1755828070047458,72018880
29729,1755828071070941,72018339
30753,1755828072095081,72018521
31777,1755828073118949,72018378
32802,1755828074143914,72018327
33827,1755828075168353,72018762
34854,1755828076195259,72018537
35877,1755828077219005,72018403
36903,1755828078244234,72018457
37930,1755828079272134,72018556
38955,1755828080296935,72018374
39979,1755828081321026,72018403
41007,1755828082348934,72018372
42033,1755828083374295,72018718
43057,1755828084398920,72018365
44082,1755828085424085,72018529
45108,1755828086450025,72018464
46135,1755828087476254,72018632
47160,1755828088502136,72018509
48185,1755828089526289,72018669
49211,1755828090553058,72018493
50236,1755828091578177,72018514
51262,1755828092604073,72018511
52286,1755828093628024,72018463
53310,1755828094652119,72018551
54335,1755828095677145,72018582
55361,1755828096702210,72018589
56384,1755828097725998,72018438
57410,1755828098751349,72018787
58436,1755828099777464,72018869
59460,1755828100801223,72018668
60483,1755828101825174,72018609
61507,1755828102849139,72018575
62532,1755828103873284,72018723
63556,1755828104897336,72018734
64582,1755828105923529,72018913
65608,1755828106949512,72018900
66632,1755828107973305,72018741
67658,1755828108999922,72019216
68683,1755828110024232,72018647
69708,1755828111049247,72018674
70734,1755828112075593,72019009
71758,1755828113099716,72019115
72785,1755828114126478,72018896
73809,1755828115150713,72019153
74834,1755828116175520,72018895
75858,1755828117199471,72018768
76883,1755828118224596,72018971
77908,1755828119249688,72019086
78932,1755828120273662,72019096
79956,1755828121297519,72018954
80980,1755828122321474,72018907
82004,1755828123345578,72019009
83030,1755828124371484,72018919
84054,1755828125395464,72018878
85078,1755828126419493,72018934
86102,1755828127443801,72019216
87127,1755828128468554,72018960
88151,1755828129492642,72019076
89175,1755828130516551,72018983
