Time_ms,Now_us,Latency_us
0,1755827933235045,72016776
1025,1755827934259769,72016510
2053,1755827935287939,72016711
3078,1755827936312799,72016571
4104,1755827937338693,72017460
5128,1755827938363036,72016749
6157,1755827939391958,72016688
7181,1755827940415997,72016772
8207,1755827941441107,72016881
9231,1755827942465741,72016510
10258,1755827943492822,72016598
11283,1755827944517831,72016562
12309,1755827945543945,72016718
13333,1755827946567971,72016740
14361,1755827947595196,72016909
15384,1755827948618938,72016682
16412,1755827949646836,72016609
17437,1755827950671094,72016804
18462,1755827951696246,72016961
19485,1755827952719943,72016713
20510,1755827953744091,72016791
21534,1755827954768350,72017005
22562,1755827955797084,72016859
23587,1755827956821138,72016856
24616,1755827957850963,72016734
25643,1755827958878043,72016788
26669,1755827959903204,72016983
27693,1755827960927608,72017313
28717,1755827961952078,72016849
29742,1755827962976168,72016937
30769,1755827964003319,72017078
31793,1755827965027415,72017120
32822,1755827966056339,72017107
33847,1755827967081283,72017058
34871,1755827968105259,72016960
35898,1755827969132494,72017212
36924,1755827970158190,72016937
37950,1755827971184260,72017029
38976,1755827972210179,72016888
40001,1755827973235360,72017069
41025,1755827974259785,72017502
42051,1755827975285338,72017108
43075,1755827976309154,72016884
44099,1755827977333310,72017084
45125,1755827978359311,72017031
46149,1755827979383579,72017311
47174,1755827980408478,72017252
48201,1755827981435761,72017272
49225,1755827982459484,72017255
50250,1755827983484456,72017222
51276,1755827984510446,72017171
52301,1755827985535787,72017460
53328,1755827986562447,72017215
54353,1755827987587602,72017298
55377,1755827988611373,72017150
56401,1755827989635510,72017282
57429,1755827990663517,72017218
58453,1755827991687928,72017639
59477,1755827992711505,72017276
60501,1755827993735543,72017305
61526,1755827994760332,72017106
62551,1755827995786049,72017826
63576,1755827996810552,72017291
64601,1755827997835741,72017509
65630,1755827998864843,72017612
66655,1755827999889601,72017353
67679,1755828000913494,72017268
68704,1755828001938928,72017646
69729,1755828002963946,72017689
70754,1755828003988617,72017385
71779,1755828005013633,72017412
72803,1755828006037746,72017508
73830,1755828007064785,72017483
74855,1755828008089801,72017532
75880,1755828009114735,72017489
76904,1755828010138728,72017498
77929,1755828011163790,72017530
78954,1755828012188828,72017585
79979,1755828013213841,72017553
81003,1755828014238005,72017678
82027,1755828015261755,72017520
83054,1755828016288436,72018192
84080,1755828017315011,72017779
85106,1755828018340932,72017633
86130,1755828019364823,72017598
87155,1755828020389771,72017483
88179,1755828021413919,72017693
89204,1755828022439009,72017747
