Time_ms,Now_us,Latency_us
0,1755827825127930,72015252
1025,1755827826152821,72015114
2049,1755827827176908,72015226
3073,1755827828200968,72015245
4097,1755827829224926,72015224
5121,1755827830248818,72015140
6148,1755827831275800,72015132
7172,1755827832300139,72015259
8198,1755827833325887,72015192
9222,1755827834350007,72015328
10247,1755827835375039,72015313
11274,1755827836402117,72015367
12299,1755827837427059,72015378
13325,1755827838453038,72015358
14350,1755827839477948,72015267
15378,1755827840506069,72015411
16402,1755827841529921,72015240
17426,1755827842554004,72015289
18452,1755827843579235,72015493
19475,1755827844603129,72015446
20501,1755827845629111,72015414
21526,1755827846654150,72015478
22550,1755827847678014,72015344
23577,1755827848705123,72015390
24602,1755827849730011,72015343
25628,1755827850755422,72015593
26651,1755827851779144,72015414
27677,1755827852804292,72015551
28701,1755827853828283,72015554
29728,1755827854855334,72015610
30753,1755827855880413,72015595
31779,1755827856906251,72015528
32804,1755827857931466,72015770
33828,1755827858955266,72015549
34852,1755827859979506,72015830
35878,1755827861005497,72015761
36901,1755827862029167,72015496
37926,1755827863053469,72015743
38951,1755827864078366,72015689
39975,1755827865103222,72015496
41000,1755827866127308,72015627
42024,1755827867151774,72016029
43048,1755827868175603,72015887
44072,1755827869199439,72015767
45096,1755827870223662,72015966
46121,1755827871248600,72015791
47145,1755827872272275,72015593
48170,1755827873297551,72015877
49196,1755827874323432,72015754
50220,1755827875347467,72015703
51249,1755827876376357,72015682
52274,1755827877401435,72015760
53302,1755827878429511,72015833
54328,1755827879455607,72015879
55353,1755827880480552,72015866
56377,1755827881504524,72015844
57401,1755827882528585,72015874
58427,1755827883554411,72015738
59453,1755827884580547,72015784
60477,1755827885604711,72016035
61501,1755827886628597,72015872
62528,1755827887656045,72016361
63553,1755827888680837,72016106
64579,1755827889706719,72016043
65605,1755827890732735,72015963
66630,1755827891757625,72015937
67654,1755827892781605,72015927
68678,1755827893806122,72016438
69702,1755827894829563,72015881
70727,1755827895854566,72015893
71752,1755827896879969,72016266
72776,1755827897904145,72016468
73802,1755827898929704,72015993
74826,1755827899953846,72016175
75854,1755827900981804,72016092
76880,1755827902007920,72016211
77905,1755827903032694,72016017
78929,1755827904056889,72016206
79953,1755827905080968,72016227
80978,1755827906105728,72016042
82005,1755827907133073,72016331
83031,1755827908158896,72016223
84056,1755827909184065,72016395
85082,1755827910209230,72016440
86107,1755827911235108,72016411
87132,1755827912260037,72016363
88157,1755827913285115,72016433
89181,1755827914309012,72016330
