Time_ms,Now_us,Latency_us
0,1755826665789430,72000209
1025,1755826666814459,72000271
2049,1755826667838444,72000260
3073,1755826668862619,72000410
4099,1755826669888234,72001037
5127,1755826670916631,72000357
6154,1755826671943917,72000698
7180,1755826672969576,72000329
8204,1755826673993536,72000301
9229,1755826675018601,72000404
10256,1755826676045532,72000355
11280,1755826677069716,72000476
12306,1755826678095702,72000459
13332,1755826679121068,72000785
14356,1755826680145472,72000278
15382,1755826681171161,72000969
16408,1755826682197840,72000542
17432,1755826683221770,72000523
18462,1755826684251359,72001160
19487,1755826685276672,72000493
20511,1755826686300605,72000420
21537,1755826687326850,72000619
22561,1755826688350739,72000481
23586,1755826689375846,72000659
24614,1755826690403876,72000553
25639,1755826691428623,72000435
26665,1755826692454784,72000594
27689,1755826693478815,72000634
28714,1755826694503949,72000659
29738,1755826695527952,72000671
30763,1755826696552944,72000729
31790,1755826697579184,72000962
32816,1755826698605916,72000671
33842,1755826699631980,72000786
34867,1755826700656040,72000759
35893,1755826701682163,72000900
36918,1755826702707285,72000997
37944,1755826703733642,72001341
38968,1755826704757856,72000620
39994,1755826705783353,72001108
41020,1755826706809059,72000791
42045,1755826707834865,72000641
43071,1755826708860128,72000946
44095,1755826709884073,72000807
45119,1755826710908875,72000686
46152,1755826711941117,72000864
47180,1755826712969948,72000752
48207,1755826713996940,72000717
49235,1755826715024360,72001139
50264,1755826716053971,72000787
51289,1755826717079024,72000827
52314,1755826718103515,72001245
53338,1755826719127152,72000959
54363,1755826720152362,72001173
55388,1755826721177305,72001117
56414,1755826722203453,72001179
57442,1755826723232001,72000770
58467,1755826724256434,72001169
59492,1755826725281475,72001237
60517,1755826726306546,72001350
61545,1755826727334129,72000941
62569,1755826728358302,72001116
63595,1755826729384478,72001194
64620,1755826730409170,72000971
65644,1755826731433335,72001104
66673,1755826732462208,72000953
67698,1755826733487313,72001056
68724,1755826734513435,72001246
69749,1755826735538176,72000967
70773,1755826736562216,72001020
71797,1755826737586134,72000946
72823,1755826738612946,72001642
73848,1755826739637390,72001231
74873,1755826740662562,72001293
75899,1755826741688237,72000978
76923,1755826742712321,72001065
77954,1755826743743782,72001570
78983,1755826744772463,72001242
80013,1755826745802620,72001430
81040,1755826746829444,72001248
82066,1755826747855244,72001059
83092,1755826748881885,72001595
84116,1755826749905359,72001146
85141,1755826750930585,72001369
86168,1755826751957524,72001322
87200,1755826752989541,72002284
88223,1755826754012504,72001306
89248,1755826755037461,72001260
