Time_ms,Now_us,Latency_us
0,1755828984298855,72030507
1025,1755828985323578,72030215
2049,1755828986347523,72030192
3075,1755828987373553,72030193
4100,1755828988398596,72030238
5124,1755828989422814,72030254
6148,1755828990446604,72030224
7174,1755828991472649,72030250
8200,1755828992498698,72030377
9224,1755828993522526,72030138
10248,1755828994546635,72030266
11272,1755828995570650,72030326
12298,1755828996596159,72030401
13323,1755828997621699,72030203
14348,1755828998645948,72030550
15372,1755828999670591,72030208
16396,1755829000694492,72030166
17423,1755829001721642,72030312
18452,1755829002750158,72030375
19478,1755829003776598,72030273
20507,1755829004805041,72030669
21530,1755829005828761,72030405
22554,1755829006852831,72030441
23579,1755829007877647,72030293
24613,1755829008911108,72030611
25637,1755829009935055,72030664
26664,1755829010961935,72030507
27688,1755829011986761,72030400
28716,1755829013014619,72030297
29741,1755829014039784,72030440
30766,1755829015064934,72030585
31791,1755829016089134,72030814
32815,1755829017113850,72030522
33840,1755829018138268,72030869
34865,1755829019163233,72030863
35890,1755829020188888,72030509
36917,1755829021215031,72030640
37943,1755829022241005,72030652
38968,1755829023266044,72030708
39992,1755829024290145,72030675
41016,1755829025314062,72030655
42042,1755829026340317,72030887
43065,1755829027363856,72030483
44092,1755829028390147,72030813
45118,1755829029416144,72030685
46144,1755829030442227,72030907
47169,1755829031467151,72030752
48194,1755829032491982,72030594
49221,1755829033518986,72030609
50246,1755829034544213,72030794
51270,1755829035568303,72030900
52294,1755829036592101,72030771
53318,1755829037616017,72030692
54343,1755829038641341,72030957
55368,1755829039666172,72030848
56393,1755829040691061,72030702
57419,1755829041717235,72030877
58446,1755829042744373,72030973
59475,1755829043773119,72030791
60499,1755829044797190,72030800
61526,1755829045824194,72030870
62550,1755829046848476,72031151
63578,1755829047876062,72030738
64602,1755829048900297,72030967
65627,1755829049925229,72030874
66652,1755829050950355,72031009
67676,1755829051974355,72031028
68701,1755829052999357,72030978
69725,1755829054023327,72030971
70749,1755829055047329,72030993
71773,1755829056071280,72030955
72797,1755829057095502,72031123
73821,1755829058119453,72031017
74850,1755829059148017,72031689
75874,1755829060172425,72031091
76898,1755829061196404,72031080
77922,1755829062220457,72031092
78951,1755829063249367,72031038
79977,1755829064275491,72031128
81001,1755829065299559,72031232
82025,1755829066323445,72031124
83050,1755829067348435,72031105
84074,1755829068372915,72031559
85101,1755829069399818,72031402
86128,1755829070426622,72031232
87154,1755829071452474,72031124
88181,1755829072479457,72031127
89208,1755829073506586,72031233
