Time_ms,Now_us,Latency_us
0,1755829293629094,72034454
1024,1755829294652815,72034132
2048,1755829295676853,72034219
3073,1755829296701742,72033956
4098,1755829297726758,72034116
5122,1755829298751008,72034184
6147,1755829299775812,72034180
7171,1755829300800082,72034450
8196,1755829301824795,72034169
9220,1755829302848938,72034267
10245,1755829303874032,72034342
11271,1755829304900030,72034332
12296,1755829305924915,72034240
13320,1755829306948844,72034203
14345,1755829307973927,72034279
15370,1755829308998530,72034846
16395,1755829310023963,72034289
17421,1755829311050044,72034288
18446,1755829312074599,72034964
19472,1755829313100267,72034580
20499,1755829314128017,72034382
21527,1755829315155991,72034363
22551,1755829316180250,72034458
23577,1755829317205909,72034263
24602,1755829318230538,72034893
25625,1755829319253985,72034349
26652,1755829320281169,72034474
27678,1755829321306323,72034438
28701,1755829322330140,72034490
29725,1755829323354033,72034384
30749,1755829324377935,72034299
31777,1755829325406104,72035406
32801,1755829326429341,72034667
33826,1755829327454292,72034642
34849,1755829328478217,72034594
35873,1755829329502184,72034512
36901,1755829330529314,72034645
37925,1755829331553323,72034638
38951,1755829332579274,72034574
39974,1755829333603199,72034508
40998,1755829334627242,72034613
42024,1755829335652307,72034614
43047,1755829336676201,72034582
44074,1755829337703134,72034509
45099,1755829338727461,72034842
46125,1755829339754239,72034580
47150,1755829340778389,72034758
48176,1755829341804525,72034892
49199,1755829342828172,72034537
50227,1755829343855563,72034833
51255,1755829344883408,72034784
52279,1755829345907486,72034751
53303,1755829346931865,72035184
54328,1755829347956507,72034869
55354,1755829348982319,72034681
56383,1755829350011530,72034901
57407,1755829351035440,72034805
58431,1755829352059611,72034951
59460,1755829353088538,72034914
60486,1755829354114693,72035028
61513,1755829355141610,72034929
62540,1755829356168800,72035108
63566,1755829357195238,72035425
64590,1755829358218642,72035008
65614,1755829359242870,72035245
66640,1755829360268668,72035037
67665,1755829361293677,72034980
68690,1755829362318780,72035092
69714,1755829363342651,72034954
70738,1755829364367056,72035334
71765,1755829365393527,72034893
72790,1755829366418613,72034981
73816,1755829367444704,72035036
74844,1755829368472913,72035224
75868,1755829369496793,72035140
76894,1755829370523017,72035312
77919,1755829371547813,72035019
78944,1755829372572816,72035180
79968,1755829373596772,72035095
80992,1755829374620795,72035162
82016,1755829375644801,72035177
83042,1755829376670865,72035238
84067,1755829377696015,72035360
85092,1755829378720944,72035290
86116,1755829379744747,72035126
87140,1755829380768787,72035165
88167,1755829381795811,72035186
89192,1755829382820918,72035219
